MyUnknownColumn,order_id,order_item_id,customer_id,customer_unique_id,customer_zip_code_prefix,customer_city,customer_state,product_id,product_category_name,product_name_lenght,product_description_lenght,product_photos_qty,product_weight_g,product_length_cm,product_height_cm,product_width_cm,seller_id,seller_city,seller_state,seller_zip_code_prefix,payment_type,payment_sequential,payment_installments,price,freight_value,payment_value,shipping_limit_date,order_purchase_timestamp,order_approved_at,order_delivered_carrier_date,order_delivered_customer_date,order_estimated_delivery_date,day_of_purchase,month_of_purchase,year_of_purchase,month/year_of_purchase,order_status,order_unique_id
773,e08f76fed43c999d57979d1879871ce1,1,61aecad4ecccb2ef8e88726a68d832d5,c8bc38379b2217871ffd56f27cebda40,81450,curitiba,PR,cea0783f5748d01abec8fd268dccba49,beleza_saude,44,1487,1,1150,30,10,17,a416b6a846a11724393025641d4edd5e,"sao paulo",SP,3702,boleto,1,1,89.57,15.39,104.96,"2017-02-01 16:48:24","2017-01-26 16:48:24","2017-01-28 04:36:02","2017-02-01 12:38:57","2017-02-08 16:54:37","2017-02-28 00:00:00",Thursday,January,2017,January-2017,delivered,e08f76fed43c999d57979d1879871ce1-1
774,6f7e6a9cce69876915e47a146ef300e5,1,b616c86b6c67abc4ee6da42829d374c3,63df651d5e8adb6a0e4baeb66a0eea37,16202,birigui,SP,57f90b6fc66c06410e02e8bacfba79b5,beleza_saude,51,621,1,250,30,12,16,a416b6a846a11724393025641d4edd5e,"sao paulo",SP,3702,credit_card,1,7,131.25,13.94,290.38,"2017-09-08 10:45:14","2017-09-01 10:33:16","2017-09-02 10:45:14","2017-09-05 18:33:30","2017-09-12 20:31:56","2017-09-20 00:00:00",Friday,September,2017,September-2017,delivered,6f7e6a9cce69876915e47a146ef300e5-1
775,6f7e6a9cce69876915e47a146ef300e5,2,b616c86b6c67abc4ee6da42829d374c3,63df651d5e8adb6a0e4baeb66a0eea37,16202,birigui,SP,57f90b6fc66c06410e02e8bacfba79b5,beleza_saude,51,621,1,250,30,12,16,a416b6a846a11724393025641d4edd5e,"sao paulo",SP,3702,credit_card,1,7,131.25,13.94,290.38,"2017-09-08 10:45:14","2017-09-01 10:33:16","2017-09-02 10:45:14","2017-09-05 18:33:30","2017-09-12 20:31:56","2017-09-20 00:00:00",Friday,September,2017,September-2017,delivered,6f7e6a9cce69876915e47a146ef300e5-2
776,76263f760191f470b92de7f5ff14053a,1,674366004ccd62e6960110afc9998ffb,cfe3afae435863f0eb15aaa90cfa4246,29111,"vila velha",ES,708cf9598cc7a8ed22f6f060d3ab547c,cool_stuff,58,1392,1,2000,23,14,16,a416b6a846a11724393025641d4edd5e,"sao paulo",SP,3702,credit_card,1,8,386.4,18.95,405.35,"2017-10-19 20:14:22","2017-10-13 18:56:10","2017-10-13 19:14:22","2017-10-19 19:44:54","2017-10-25 19:38:08","2017-11-01 00:00:00",Friday,October,2017,October-2017,delivered,76263f760191f470b92de7f5ff14053a-1
777,7701acffdc4a67fac70f9ba0d45cdf41,1,2c3e6d34925ae17def03b796b63e8dfe,7ae8bd64bbd6f4342d2f802e88565dd1,12302,jacarei,SP,c3040abf937069c3552391d63d89ece1,beleza_saude,33,1693,1,550,30,10,17,a416b6a846a11724393025641d4edd5e,"sao paulo",SP,3702,credit_card,1,1,80.25,14.33,94.58,"2017-04-03 21:55:20","2017-03-28 21:45:33","2017-03-28 21:55:20","2017-03-29 15:47:41","2017-04-04 17:36:29","2017-04-17 00:00:00",Tuesday,March,2017,March-2017,delivered,7701acffdc4a67fac70f9ba0d45cdf41-1
778,79ecc3e68b2d54e056223964de8bca98,1,568d5759e341018b8a9fb7d0aa2d4c25,7011c18021a7ba540f53349a324677ed,28695,papucaia,RJ,408e4bb5c406ec8c1609f6a8a2e49deb,beleza_saude,30,1729,1,2400,30,12,16,a416b6a846a11724393025641d4edd5e,"sao paulo",SP,3702,voucher,1,1,118.33,18.08,136.41,"2017-09-11 01:30:13","2017-09-04 01:18:42","2017-09-04 01:30:13","2017-09-05 18:33:27","2017-09-11 19:13:32","2017-09-27 00:00:00",Monday,September,2017,September-2017,delivered,79ecc3e68b2d54e056223964de8bca98-1
779,7c303e55404bf2462c89a320c8d47688,1,46562c13f2603ce314ac9047cf85bc42,29829306a1ae979ec4542f001b85822d,2765,"sao paulo",SP,574a84e6ebd42413eb6d2a7e97f04612,beleza_saude,51,1764,1,2000,26,17,19,a416b6a846a11724393025641d4edd5e,"sao paulo",SP,3702,credit_card,1,8,74.67,11.73,86.4,"2017-10-18 18:28:27","2017-10-11 17:15:54","2017-10-11 17:28:27","2017-10-16 23:49:04","2017-10-21 16:08:15","2017-10-24 00:00:00",Wednesday,October,2017,October-2017,delivered,7c303e55404bf2462c89a320c8d47688-1
780,7df4a1e4f63494920c5e53da93a08183,1,35dd14f3ffded4b92a1569a0ee3e6d1d,b3ce8008bc829850e11183c51c6e824a,36081,"juiz de fora",MG,bb7a5793447637a7bb096f75dd7e5dbe,beleza_saude,46,1377,1,1300,25,12,12,a416b6a846a11724393025641d4edd5e,"sao paulo",SP,3702,credit_card,1,2,99,23.27,122.27,"2018-04-25 12:31:34","2018-04-19 11:43:20","2018-04-19 12:34:15","2018-04-20 22:28:31","2018-05-04 20:08:54","2018-05-15 00:00:00",Thursday,April,2018,April-2018,delivered,7df4a1e4f63494920c5e53da93a08183-1
781,d279acf202b55cb48ca420ecd39105e3,1,64e4610c79c90cff2b13643f3708ea16,16bc082ee7adc9bbc573a092d2b9da2f,29942,"sao mateus",ES,bb7a5793447637a7bb096f75dd7e5dbe,beleza_saude,46,1377,1,1300,25,12,12,a416b6a846a11724393025641d4edd5e,"sao paulo",SP,3702,boleto,1,1,99,17.94,116.94,"2018-02-28 12:30:34","2018-02-21 19:39:07","2018-02-22 12:35:40","2018-02-22 23:15:15","2018-03-03 15:52:23","2018-03-14 00:00:00",Wednesday,February,2018,February-2018,delivered,d279acf202b55cb48ca420ecd39105e3-1
782,803b1bae34b452deca8621b507e483f4,1,ad9439bef45682118667887e90404479,bbfe3f3e85aa0fcd0161729fb4f3c80f,11500,cubatao,SP,7f253218cda162fcc215fd4e0768b00c,cool_stuff,56,1826,1,2000,28,19,21,a416b6a846a11724393025641d4edd5e,"sao paulo",SP,3702,credit_card,1,4,369,13.79,382.79,"2017-11-30 11:51:40","2017-11-24 10:32:10","2017-11-24 11:52:10","2017-11-28 23:28:28","2017-12-01 22:04:57","2017-12-08 00:00:00",Friday,November,2017,November-2017,delivered,803b1bae34b452deca8621b507e483f4-1
783,82f29ec26f706651b906acc60ba4ab72,1,53e7d67eeb84c9b9c79929c6de3d1612,198ba72088fecd3caeaf2dca0addcfb9,29102,"vila velha",ES,ffbb3c00e9687ad738ace3977e821da5,beleza_saude,41,2639,1,2350,30,12,12,a416b6a846a11724393025641d4edd5e,"sao paulo",SP,3702,credit_card,1,10,99,20.18,119.18,"2018-02-15 16:47:49","2018-02-09 16:49:44","2018-02-10 16:47:49","2018-02-16 02:51:39","2018-03-03 01:32:37","2018-03-06 00:00:00",Friday,February,2018,February-2018,delivered,82f29ec26f706651b906acc60ba4ab72-1
784,85d42749c9d00c658c40e73f8e4d667b,1,5a243113bcf3f3cfd3708809dd8ee311,d9e93817b666dcc2e615e90372038b4b,13054,campinas,SP,c14d410aea63d378e1934e00f20924cc,beleza_saude,45,1544,1,2000,22,12,16,a416b6a846a11724393025641d4edd5e,"sao paulo",SP,3702,credit_card,1,8,183,12.49,195.49,"2018-03-08 11:15:42","2018-03-02 11:07:48","2018-03-02 11:15:42","2018-03-06 22:06:35","2018-03-19 15:18:59","2018-03-14 00:00:00",Friday,March,2018,March-2018,delivered,85d42749c9d00c658c40e73f8e4d667b-1
785,8bd3b0d275f7d6d8686ddb86f88a71f6,1,c1c43a59da4d71581ded4e06a39bb37c,d55b1d8c88528efb311e84d850c4914e,68903,macapa,AP,7194ad9c6144dbbc1f3d4c389222035a,beleza_saude,40,2371,1,2150,35,11,23,a416b6a846a11724393025641d4edd5e,"sao paulo",SP,3702,credit_card,1,5,75,29.94,104.94,"2017-11-09 12:10:49","2017-11-04 11:58:49","2017-11-04 12:10:49","2017-11-06 22:39:36","2017-11-27 21:02:25","2017-12-20 00:00:00",Saturday,November,2017,November-2017,delivered,8bd3b0d275f7d6d8686ddb86f88a71f6-1
786,8d21d47aa6bcf56b94fec17960b994ae,1,74d6e55c0adc5d0d9ba5d802f1bc2d0b,d74f4428fcc52828ba891deccd965703,70670,brasilia,DF,e24ef3f9a7a1d8c6c2d932c53fcb1fbe,beleza_saude,47,1842,1,2300,30,12,16,a416b6a846a11724393025641d4edd5e,"sao paulo",SP,3702,boleto,1,1,244,17.96,261.96,"2017-08-31 02:10:55","2017-08-25 10:22:47","2017-08-26 02:10:55","2017-08-29 20:16:57","2017-09-04 17:21:49","2017-09-21 00:00:00",Friday,August,2017,August-2017,delivered,8d21d47aa6bcf56b94fec17960b994ae-1
787,8e3aafa608957bdc2ddb74b7d9a7a559,1,87cce77249ac03aee91db1e962c3f5ed,adef59974ee894d29a09f8490a1e797b,14700,bebedouro,SP,17a116d0390ebc37c44ecfd8c6e36d00,beleza_saude,43,446,1,1250,30,12,16,a416b6a846a11724393025641d4edd5e,"sao paulo",SP,3702,credit_card,1,2,103.95,15.04,118.99,"2018-08-09 15:35:16","2018-08-03 15:21:05","2018-08-03 15:35:16","2018-08-06 09:12:00","2018-08-09 17:07:47","2018-08-23 00:00:00",Friday,August,2018,August-2018,delivered,8e3aafa608957bdc2ddb74b7d9a7a559-1
788,90e4d4f7e2221bf7f81a4873e3161b96,1,03cc0d8c8f25cd1e7134599ffadc585c,8c2663e10d731208f3e5b3cdf6737638,4674,"sao paulo",SP,35780c73ee3f0cda4f99733734a30cf6,beleza_saude,45,375,1,2000,30,12,16,a416b6a846a11724393025641d4edd5e,"sao paulo",SP,3702,debit_card,1,1,58,11.43,69.43,"2018-07-25 16:22:43","2018-07-18 16:06:19","2018-07-18 16:22:43","2018-07-19 15:07:00","2018-07-20 19:53:39","2018-07-31 00:00:00",Wednesday,July,2018,July-2018,delivered,90e4d4f7e2221bf7f81a4873e3161b96-1
789,9630c683d2abb010ae3d4c70fdc7225f,1,6893cf3b3146616cda5e6fbdcd68db9a,8d9ec84608e4d7259a55a3a95cc84710,56318,petrolina,PE,024553ca83fc6e9ec93f5a9c823d1834,beleza_saude,41,1572,1,2000,30,12,16,a416b6a846a11724393025641d4edd5e,"sao paulo",SP,3702,credit_card,1,8,131.25,29.32,160.57,"2017-11-07 21:31:16","2017-10-30 10:44:51","2017-10-31 21:31:16","2017-11-01 20:05:06","2017-11-12 15:16:50","2017-11-29 00:00:00",Monday,October,2017,October-2017,delivered,9630c683d2abb010ae3d4c70fdc7225f-1
790,9b3c2b8781519d1fe7fe363c5a0e573f,1,7b6b52357ea318f79f31e816bb6a98e9,9edac7d8bdeeaa1858ad6d6d34bbd252,31565,"belo horizonte",MG,dbb00dd9b017066946537423958bd4ea,beleza_saude,50,546,1,1000,16,12,13,a416b6a846a11724393025641d4edd5e,"sao paulo",SP,3702,credit_card,1,5,59,15.17,74.17,"2018-02-09 09:35:29","2018-02-05 09:24:21","2018-02-05 09:35:29","2018-02-05 22:44:57","2018-02-21 20:25:58","2018-03-01 00:00:00",Monday,February,2018,February-2018,delivered,9b3c2b8781519d1fe7fe363c5a0e573f-1
791,9c1065a9bf5514fd2349797c407c61b7,1,d19f71039cf48477275961be96df0a13,45cb645cd8d03a8704424516bf9d01d0,4019,"sao paulo",SP,3b027a2faa13b442a89696f121015474,beleza_saude,53,877,1,1000,24,13,15,a416b6a846a11724393025641d4edd5e,"sao paulo",SP,3702,credit_card,1,2,74,8.88,82.88,"2018-03-22 10:48:57","2018-03-16 10:30:59","2018-03-16 10:48:57","2018-03-19 13:05:39","2018-03-20 22:28:45","2018-03-28 00:00:00",Friday,March,2018,March-2018,delivered,9c1065a9bf5514fd2349797c407c61b7-1
792,f30e9b83b1b7557b48c20dc8cf2e383f,1,8b0c6a16ffaa6a3242da476acb35704d,ce81cc2da4ecf56095a85747e45cf307,13185,hortolandia,SP,3b027a2faa13b442a89696f121015474,beleza_saude,53,877,1,1000,24,13,15,a416b6a846a11724393025641d4edd5e,"sao paulo",SP,3702,boleto,1,1,59,9.34,68.34,"2017-07-13 03:30:22","2017-07-07 11:39:44","2017-07-08 03:30:22","2017-07-10 18:16:10","2017-07-20 21:45:43","2017-07-20 00:00:00",Friday,July,2017,July-2017,delivered,f30e9b83b1b7557b48c20dc8cf2e383f-1
793,9e5ce745945c1ffe01121296711a5663,1,88e61c7252619768a61932ecdb8df0bd,e67837162e0e814752b92823f611306d,41810,salvador,BA,ba5aeff0d2c2150a200bfffdc8b06ebd,beleza_saude,37,1288,1,850,30,12,16,a416b6a846a11724393025641d4edd5e,"sao paulo",SP,3702,credit_card,1,8,232.32,19.87,252.19,"2018-01-25 17:05:29","2018-01-19 16:57:27","2018-01-19 17:05:29","2018-01-24 23:27:56","2018-02-02 01:53:37","2018-02-16 00:00:00",Friday,January,2018,January-2018,delivered,9e5ce745945c1ffe01121296711a5663-1
794,a12ac41904fb4122fafbd91fbb9230ed,1,8641ccf2e70d0cc04229db3e0b887fd7,eb1795057421adaf16b0eea967b8d325,30180,"belo horizonte",MG,6ddcabeba730cb81a3c9570a595a12da,beleza_saude,53,386,1,700,30,12,16,a416b6a846a11724393025641d4edd5e,"sao paulo",SP,3702,boleto,1,1,77,16.79,93.79,"2017-10-26 02:49:16","2017-10-20 10:08:59","2017-10-21 02:49:16","2017-10-23 20:33:36","2017-10-26 21:05:59","2017-11-09 00:00:00",Friday,October,2017,October-2017,delivered,a12ac41904fb4122fafbd91fbb9230ed-1
795,a2ca5377628d6a20bacb91260767bb69,1,69ad2710e68c0c7cbd5ed2e76ccf0ada,c91c021edc02c2af424017d01223f8c8,35600,"bom despacho",MG,e4bf89766decbc6dd5e5c29edff02990,beleza_saude,49,843,1,250,30,12,16,a416b6a846a11724393025641d4edd5e,"sao paulo",SP,3702,boleto,1,1,139.54,18.23,157.77,"2017-12-04 03:21:49","2017-11-26 17:10:03","2017-11-28 03:32:45","2017-11-30 22:34:48","2017-12-13 17:42:37","2017-12-20 00:00:00",Sunday,November,2017,November-2017,delivered,a2ca5377628d6a20bacb91260767bb69-1
796,a39da066364213f94f3fe99a34a1c4b2,1,dcb8ccf8642ced8c655b5cd038af93e2,ecfdca4856f0758293f2ec18a051fbd7,21512,"rio de janeiro",RJ,317dba41947df9cb9fec77921ee2d22e,beleza_saude,50,528,1,350,30,12,16,a416b6a846a11724393025641d4edd5e,"sao paulo",SP,3702,credit_card,1,6,149.62,18.63,168.25,"2018-04-20 19:51:45","2018-04-16 18:58:57","2018-04-16 19:51:45","2018-04-17 20:26:25","2018-05-10 13:08:45","2018-05-23 00:00:00",Monday,April,2018,April-2018,delivered,a39da066364213f94f3fe99a34a1c4b2-1
797,a761862f0091efb27d04d58ad23de019,1,11e9d0879e2a681f8c73e99d56c8c613,973f2fba63a7eb540f8860b0c75b63cb,91550,"porto alegre",RS,e7bc716e2ba2575a2f572b7a4bd281d6,cool_stuff,56,1398,1,2000,23,14,16,a416b6a846a11724393025641d4edd5e,"sao paulo",SP,3702,credit_card,1,4,369,18.83,387.83,"2017-11-23 12:06:52","2017-11-18 11:47:13","2017-11-18 12:06:52","2017-11-24 16:39:15","2017-12-27 23:18:28","2017-12-14 00:00:00",Saturday,November,2017,November-2017,delivered,a761862f0091efb27d04d58ad23de019-1
798,aa0bc25a48a3d53cc009df13ed116b23,1,629abd181c1d9ef4bb09740b75ad1cbc,21f3e8fc2cbd789feeb985a80f6a55b1,9321,maua,SP,7b8c427eb09be88d32fcfaa8018f5caa,beleza_saude,55,624,1,2000,30,12,16,a416b6a846a11724393025641d4edd5e,"sao paulo",SP,3702,credit_card,1,3,96.49,11.3,107.79,"2018-03-23 10:07:24","2018-03-19 09:32:37","2018-03-19 10:07:24","2018-03-19 21:06:00","2018-03-29 18:23:06","2018-03-29 00:00:00",Monday,March,2018,March-2018,delivered,aa0bc25a48a3d53cc009df13ed116b23-1
799,abddcf171f361ed313e1f191d71d046a,1,48db5996674ec9678ed781d29f8489fa,db805b3c93209de1af0f032450f33cd3,40150,salvador,BA,37167b49712cb4ce822d51958a4ec0c3,beleza_saude,48,1859,1,3300,30,10,17,a416b6a846a11724393025641d4edd5e,"sao paulo",SP,3702,credit_card,1,8,458.85,24.71,483.56,"2017-03-20 12:19:57","2017-03-14 12:19:57","2017-03-14 12:19:57","2017-03-21 09:57:05","2017-04-08 03:04:31","2017-04-12 00:00:00",Tuesday,March,2017,March-2017,delivered,abddcf171f361ed313e1f191d71d046a-1
800,ad19ba88530f3b247cf8c1bacc479741,1,05bb610f8efc9a227c9c88ca5bdac554,84aa21c4ad6d2331fae37dee0d4660de,33600,"pedro leopoldo",MG,cc71571b2ddfca828e182f9d029bb764,beleza_saude,59,725,1,400,30,10,17,a416b6a846a11724393025641d4edd5e,"sao paulo",SP,3702,credit_card,1,3,91.99,16.61,108.6,"2018-03-28 08:15:36","2018-03-22 08:08:32","2018-03-22 08:15:36","2018-03-29 23:42:59","2018-04-12 21:06:39","2018-04-11 00:00:00",Thursday,March,2018,March-2018,delivered,ad19ba88530f3b247cf8c1bacc479741-1
801,b786694b440fb6943dad1dcbffb42da9,1,0cd37b96e1f5c5d8152914365a58ba0a,15c9fa4304cd1887a9c3ab3d71c32a43,74565,goiania,GO,62a5a3de0af802fb3718a83c74c3ff8d,beleza_saude,59,2456,1,2750,25,16,18,a416b6a846a11724393025641d4edd5e,"sao paulo",SP,3702,credit_card,1,2,145.95,17.27,163.22,"2017-10-26 13:14:47","2017-10-22 13:01:29","2017-10-22 13:14:47","2017-10-23 20:33:36","2017-10-30 19:34:06","2017-11-13 00:00:00",Sunday,October,2017,October-2017,delivered,b786694b440fb6943dad1dcbffb42da9-1
802,b7d04f39e98c5fc85abf2652d719385c,1,aa017c3944e3b9c97646a4fe0bdcca77,e455dae27c6f0915856011323395429a,45615,buerarema,BA,3d9a059cad84dedd0c4cdec92570bf52,beleza_saude,51,392,1,1250,30,12,16,a416b6a846a11724393025641d4edd5e,"sao paulo",SP,3702,credit_card,1,5,33.8,19.59,53.39,"2018-03-08 14:55:37","2018-03-03 14:42:43","2018-03-03 14:55:37","2018-03-06 00:37:34","2018-04-12 00:10:47","2018-03-29 00:00:00",Saturday,March,2018,March-2018,delivered,b7d04f39e98c5fc85abf2652d719385c-1
803,ba4ddff2b9082f079de9a84d7a5605fd,1,fbfba770bf13f470f63d1854a765a2d3,213ce7ea2a0345a65b4045cf55be42d8,4815,"sao paulo",SP,58a84286399d234f7234d54d9daf6418,beleza_saude,49,800,1,2450,30,12,16,a416b6a846a11724393025641d4edd5e,"sao paulo",SP,3702,credit_card,1,1,52.39,13.08,65.47,"2018-01-24 09:38:30","2018-01-18 09:30:54","2018-01-18 09:38:30","2018-01-18 23:43:46","2018-01-20 17:56:44","2018-02-02 00:00:00",Thursday,January,2018,January-2018,delivered,ba4ddff2b9082f079de9a84d7a5605fd-1
804,bb4eb3e71b30365a580e5a718bd8d1ae,1,e15fc5eebbb46681049d28f79fde5419,7fb211f99a01b4971fd1e07e3a256458,66063,belem,PA,cd442924cc287cda38d9de01d285b263,beleza_saude,53,1014,1,200,30,12,16,a416b6a846a11724393025641d4edd5e,"sao paulo",SP,3702,credit_card,1,1,151.72,23.34,175.06,"2018-07-31 11:23:32","2018-07-24 08:10:01","2018-07-24 11:23:32","2018-07-25 14:06:00","2018-09-01 01:22:46","2018-08-22 00:00:00",Tuesday,July,2018,July-2018,delivered,bb4eb3e71b30365a580e5a718bd8d1ae-1
805,bb95c9f509ff2da87b6015a0d9046f0f,1,8e7952773b680825d0c65e05592440e7,b9d9da6805f069d2324edb4952e9d0c7,15685,ouroeste,SP,c06d2c20b8ddf6d40c23294a6e361c78,beleza_saude,42,857,1,1250,30,12,16,a416b6a846a11724393025641d4edd5e,"sao paulo",SP,3702,boleto,1,1,144,15.1,159.1,"2018-05-14 04:15:29","2018-05-05 16:47:08","2018-05-08 04:15:29","2018-05-09 11:06:00","2018-05-14 18:42:36","2018-05-24 00:00:00",Saturday,May,2018,May-2018,delivered,bb95c9f509ff2da87b6015a0d9046f0f-1
806,bbdcda6bc4c7d4051fb9d26422a602ea,1,0199164bec886c94218205248559d7b6,90b1c133c701d73bea3f50a1d78730ec,13333,indaiatuba,SP,70275b3042e4c4b6f18637720387bc0c,beleza_saude,57,493,1,1250,30,10,17,a416b6a846a11724393025641d4edd5e,"sao paulo",SP,3702,boleto,1,1,185.6,10.11,195.71,"2018-03-06 09:31:07","2018-02-27 07:39:20","2018-02-28 09:51:05","2018-03-09 23:48:38","2018-03-12 13:03:26","2018-03-13 00:00:00",Tuesday,February,2018,February-2018,delivered,bbdcda6bc4c7d4051fb9d26422a602ea-1
807,be6619cf0f41dbf6491aafc3b5a0d638,1,51f6210c02eb2afeda1b62f940bc39b8,3490168e3acaf7c79dc72a00dfaa500b,5051,"sao paulo",SP,7d537f37cb20c7ccb74397390322047d,beleza_saude,52,588,1,2000,30,12,16,a416b6a846a11724393025641d4edd5e,"sao paulo",SP,3702,boleto,1,1,84.52,11.8,192.64,"2017-11-16 02:47:23","2017-11-08 22:49:54","2017-11-09 05:31:31","2017-11-22 01:48:36","2017-11-26 20:37:34","2017-11-22 00:00:00",Wednesday,November,2017,November-2017,delivered,be6619cf0f41dbf6491aafc3b5a0d638-1
808,be6619cf0f41dbf6491aafc3b5a0d638,2,51f6210c02eb2afeda1b62f940bc39b8,3490168e3acaf7c79dc72a00dfaa500b,5051,"sao paulo",SP,7d537f37cb20c7ccb74397390322047d,beleza_saude,52,588,1,2000,30,12,16,a416b6a846a11724393025641d4edd5e,"sao paulo",SP,3702,boleto,1,1,84.52,11.8,192.64,"2017-11-16 02:47:23","2017-11-08 22:49:54","2017-11-09 05:31:31","2017-11-22 01:48:36","2017-11-26 20:37:34","2017-11-22 00:00:00",Wednesday,November,2017,November-2017,delivered,be6619cf0f41dbf6491aafc3b5a0d638-2
809,bef626fc782c8b4f824510ddf2e335ac,1,72d3414ecbce9f4d2ddab40a0e7c8747,191e0f453bea7f50ce1fcd514af38835,97670,"sao borja",RS,5e544127b9716110dc0cf017218896c2,beleza_saude,50,1953,1,2000,28,19,21,a416b6a846a11724393025641d4edd5e,"sao paulo",SP,3702,voucher,2,1,56.29,17.64,50,"2017-08-13 23:03:16","2017-08-07 21:58:33","2017-08-07 23:03:16","2017-08-09 20:52:08","2017-08-17 21:59:58","2017-08-31 00:00:00",Monday,August,2017,August-2017,delivered,bef626fc782c8b4f824510ddf2e335ac-1
810,bef626fc782c8b4f824510ddf2e335ac,1,72d3414ecbce9f4d2ddab40a0e7c8747,191e0f453bea7f50ce1fcd514af38835,97670,"sao borja",RS,5e544127b9716110dc0cf017218896c2,beleza_saude,50,1953,1,2000,28,19,21,a416b6a846a11724393025641d4edd5e,"sao paulo",SP,3702,credit_card,1,1,56.29,17.64,23.93,"2017-08-13 23:03:16","2017-08-07 21:58:33","2017-08-07 23:03:16","2017-08-09 20:52:08","2017-08-17 21:59:58","2017-08-31 00:00:00",Monday,August,2017,August-2017,delivered,bef626fc782c8b4f824510ddf2e335ac-1
811,c1dafa077556522d38557ad3452e3ac6,1,c4f8ebdb558f6064130ea0b705f65997,444d0536d399ae2628da259c742cc4cb,2021,"sao paulo",SP,b2467a0d160e2d74cf50312ff80e75c7,beleza_saude,53,986,1,2000,30,12,16,a416b6a846a11724393025641d4edd5e,"sao paulo",SP,3702,credit_card,1,4,155.29,12.29,167.58,"2017-12-01 16:10:17","2017-11-27 15:54:16","2017-11-27 16:10:17","2017-11-28 23:28:24","2017-11-29 20:16:42","2017-12-11 00:00:00",Monday,November,2017,November-2017,delivered,c1dafa077556522d38557ad3452e3ac6-1
812,c3efd4a2e8fb35fdc26a1312de8e2ca2,1,7cbab7262068bd74f2094dd3b0a275c0,85fabe9e0c67b1c39ac8f9c72d1f0925,13236,"campo limpo paulista",SP,2dc0d95288983b8c91627bab326284ae,beleza_saude,48,515,1,3100,30,12,16,a416b6a846a11724393025641d4edd5e,"sao paulo",SP,3702,credit_card,1,3,96.35,13.69,110.04,"2017-10-09 20:28:20","2017-10-03 20:18:01","2017-10-03 20:28:20","2017-10-06 20:01:16","2017-10-13 23:27:23","2017-10-25 00:00:00",Tuesday,October,2017,October-2017,delivered,c3efd4a2e8fb35fdc26a1312de8e2ca2-1
813,c981128521975354988b8e88309a898d,1,9cf2a42feb9dfd6fa2f0fccf54fbc20b,4b4b6c80670b645e78fdc3438ffc0720,55295,garanhuns,PE,c615ac0ef96d723029051d29d7cd2d16,beleza_saude,57,1479,1,100,30,12,16,a416b6a846a11724393025641d4edd5e,"sao paulo",SP,3702,credit_card,1,10,253.57,38.69,292.26,"2018-08-09 18:31:15","2018-08-05 18:06:10","2018-08-05 18:40:07","2018-08-06 19:19:00","2018-08-09 00:10:53","2018-10-01 00:00:00",Sunday,August,2018,August-2018,delivered,c981128521975354988b8e88309a898d-1
814,c9b045114b2a561d952e2b7a3e7593b3,1,6439a106087fb08855efa02ecc62900a,1c3d71e403c34f60c6566d08b451c138,31515,"belo horizonte",MG,e90eaf827c96655742e955fd615026ca,beleza_saude,32,2154,1,1650,30,12,16,a416b6a846a11724393025641d4edd5e,"sao paulo",SP,3702,credit_card,1,8,244,17.96,261.96,"2017-08-24 14:15:21","2017-08-18 13:59:26","2017-08-18 14:15:21","2017-08-21 21:42:38","2017-08-25 20:09:19","2017-09-12 00:00:00",Friday,August,2017,August-2017,delivered,c9b045114b2a561d952e2b7a3e7593b3-1
815,ca649df2968bbbc843a5c75c7bc803ba,1,2cfe4a934e085d0311823648400e4cd2,d172060f03b2863504103b5a0e9c8f6d,60115,fortaleza,CE,65bfaa2fff2cfb55a0b7a466549e6758,beleza_saude,29,1773,1,2000,30,12,16,a416b6a846a11724393025641d4edd5e,"sao paulo",SP,3702,credit_card,1,3,420,23.34,443.34,"2017-11-21 11:50:41","2017-11-14 11:33:24","2017-11-14 11:50:41","2017-11-17 21:52:55","2017-11-28 01:40:39","2017-12-07 00:00:00",Tuesday,November,2017,November-2017,delivered,ca649df2968bbbc843a5c75c7bc803ba-1
816,cb55e6deb67ba10e409f5e3e0a968254,1,ca585d20191f99e8dd7c811fe666b63c,a00dacbc666efe1dadcc55a56a62603a,83370,antonina,PR,8a15d0ee52b120e0b2bd5549434f05cc,beleza_saude,39,820,1,2450,35,16,16,a416b6a846a11724393025641d4edd5e,"sao paulo",SP,3702,credit_card,1,2,113,21.28,134.28,"2017-12-07 15:30:38","2017-12-01 15:11:37","2017-12-01 15:30:45","2017-12-04 23:53:45","2017-12-13 20:27:02","2018-01-02 00:00:00",Friday,December,2017,December-2017,delivered,cb55e6deb67ba10e409f5e3e0a968254-1
817,d1092f5c7d5bd489e3fe4c7d0746c2aa,1,139e44006d2388e32faf1718a043675e,406a1ba5fdcd424df15806a036414d61,41760,salvador,BA,08a58baf17f52ea9cfb3dffdfda0595b,beleza_saude,56,2004,1,2000,30,12,16,a416b6a846a11724393025641d4edd5e,"sao paulo",SP,3702,credit_card,1,4,129,19.14,148.14,"2017-09-21 15:43:30","2017-09-16 15:28:46","2017-09-16 15:43:30","2017-09-18 23:21:45","2017-10-11 20:57:23","2017-10-09 00:00:00",Saturday,September,2017,September-2017,delivered,d1092f5c7d5bd489e3fe4c7d0746c2aa-1
